almost 14000
ask 14000
away 14000
better 14000
continues 14000
empty 14000
man. 14000
put 14000
rear 14000
years 14000
you, 14000
DON's 13000
Do 13000
For 13000
Luca 13000
NIGHT: 13000
OLD 13000
Tom, 13000
York 13000
along 13000
am 13000
dark 13000
does 13000
face. 13000
gives 13000
help 13000
living 13000
man, 13000
nods 13000
now. 13000
quickly 13000
seems 13000
stay 13000
those 13000
though 13000
APPOLONIA 12000
As 12000
CLEMENZA, 12000
Corleone. 12000
Let 12000
Michael, 12000
No 12000
Sonny. 12000
away, 12000
believe 12000
blood 12000
business 12000
care 12000
enormous 12000
few 12000
hand, 12000
last 12000
made 12000
many 12000
onto 12000
parked 12000
starts 12000
stops 12000
three 12000
CAR 11000
HAGEN. 11000
HEAR 11000
HIGH 11000
Just 11000
One 11000
Sonny 11000
Tattaglia 11000
Your 11000
begins 11000
cars 11000
closes 11000
didn't 11000
do. 11000
enters 11000
ever 11000
families 11000
hand. 11000
hit 11000
it? 11000
knows 11000
left 11000
must 11000
night. 11000
outside 11000
right, 11000
room, 11000
sit 11000
suddenly 11000
them, 11000
there. 11000
tries 11000
trying 11000
up, 11000
waiting 11000
wedding 11000
white 11000
without 11000
(quietly) 10000
An 10000
Barzini 10000
CHURCH 10000
FADE 10000
FREDDIE 10000
Godfather. 10000
HOSPITAL 10000
IN: 10000
Michael. 10000
Mike. 10000
OIL 10000
OLIVE 10000
Tell 10000
That's 10000
Tom 10000
again. 10000
alone 10000
anything 10000
back. 10000
being 10000
day. 10000
directly 10000
doesn't 10000
falls 10000
family. 10000
followed 10000
her. 10000
holds 10000
home 10000
in. 10000
large 10000
leave 10000
looking 10000
love 10000
moment 10000
moving 10000
much 10000
once 10000
ready 10000
standing 10000
you? 10000
BARZINI 9000
CARLO's 9000
Get 9000
LIVING 9000
MCCLUSKEY 9000
Mall, 9000
Michael 9000
ONE 9000
PRIEST 9000
SONNY's 9000
THREE 9000
Why 9000
continue 9000
door, 9000
everything 9000
father's 9000
feels 9000
find 9000
first 9000
glances 9000
glass 9000
gotta 9000
great 9000
him; 9000
its 9000
kisses 9000
late 9000
leaves. 9000
most 9000
near 9000
office. 9000
open 9000
phone 9000
place 9000
son 9000
street. 9000
talking 9000
time. 9000
while 9000
(to 8000
ANGLE 8000
ANOTHER 8000
BEDROOM 8000
BODYGUARDS 8000
GIRL 8000
HALL 8000
HOTEL 8000
Inside 8000
Johnny 8000
Mall. 8000
McCLUSKEY 8000
NAZORINE 8000
Not 8000
Oh 8000
On 8000
always 8000
arms 8000
away. 8000
bad 8000
because 8000
building. 8000
couple 8000
did 8000
four 8000
friend 8000
fruit 8000
getting 8000
half 8000
hangs 8000
hell 8000
her, 8000
here. 8000
himself 8000
hundred 8000
killed 8000
kitchen 8000
leaves 8000
lights 8000
limousine 8000
looks. 8000
lot 8000
meet 8000
moment, 8000
nods. 8000
now, 8000
number. 8000
party 8000
pay 8000
points 8000
quietly 8000
said 8000
send 8000
slowly 8000
sure 8000
table, 8000
taking 8000
ten 8000
that. 8000
there, 8000
thought 8000
turns, 8000
understand 8000
us. 8000
wanted 8000
why 8000
window. 8000
wouldn't 8000
---------------------------------------FADE 7000
Be 7000
CLOSE 7000
CORLEONE. 7000
Church. 7000
Everyone 7000
Family 7000
Go 7000
Godfather, 7000
HAGEN, 7000
Her 7000
IN 7000
LUCY 7000
Maybe 7000
NURSE 7000
OK, 7000
OUT--------- 7000
ROCCO 7000
SANDRA 7000
SONNY. 7000
Sicilian 7000
So 7000
Sunday 7000
There's 7000
VILLA 7000
We'll 7000
Yes, 7000
anymore. 7000
arm 7000
bed 7000
blood. 7000
bring 7000
carry 7000
close 7000
cold 7000
day 7000
dials 7000
distance 7000
door; 7000
drives 7000
eat 7000
family, 7000
feet 7000
friends 7000
gate 7000
girl 7000
gonna 7000
group 7000
gun. 7000
hair 7000
hang 7000
heard 7000
home. 7000
inside 7000
is. 7000
keep 7000
leans 7000
on. 7000
others 7000
own 7000
part 7000
past 7000
peeks 7000
piece 7000
playing 7000
police 7000
reaches 7000
real 7000
red 7000
right. 7000
running 7000
runs 7000
shakes 7000
shot 7000
single 7000
smile 7000
smiles 7000
sound 7000
streets 7000
such 7000
tears 7000
then, 7000
they're 7000
told 7000
tonight. 7000
too. 7000
try 7000
turn 7000
various 7000
wait. 7000
we're 7000
wife 7000
window 7000
window, 7000
wish 7000
(pause) 6000
--------------------------------------DISSOLVE---------- 6000
America. 6000
American 6000
Christ, 6000
DON, 6000
Godfather 6000
HAGEN's 6000
Italian 6000
KITCHEN 6000
MAN, 6000
MEN. 6000
SEVERAL 6000
SONNY, 6000
Slowly 6000
Turk 6000
Understood? 6000
Yes. 6000
across 6000
alone. 6000
apartment 6000
apartment. 6000
beautiful 6000
bed, 6000
bed. 6000
both 6000
bottle 6000
buy 6000
covered 6000
dead 6000
dead. 6000
doing 6000
driving 6000
drops 6000
eh? 6000
face, 6000
face; 6000
father. 6000
fifteen 6000
finally 6000
finger 6000
floor. 6000
friend. 6000
hard 6000
holding 6000
hope 6000
hurries 6000
indicates 6000
jacket. 6000
kept 6000
kitchen, 6000
leaving 6000
lets 6000
lifts 6000
light 6000
meeting 6000
merely 6000
might 6000
morning. 6000
mouth. 6000
nothing 6000
on, 6000
out? 6000
protect 6000
quiet 6000
returns 6000
room; 6000
seat. 6000
seen 6000
set 6000
show 6000
sick 6000
start 6000
stationed 6000
stops, 6000
street 6000
these 6000
thousand 6000
throws 6000
watches 6000
water 6000
wears 6000
went 6000
windows 6000
wrapped 6000
you've 6000
(a 5000
BODY 5000
Brasi 5000
CONNIE'S 5000
Can 5000
Christmas 5000
Clemenza 5000
Corleone, 5000
DUSK: 5000
ENZO 5000
Even 5000
FLAMINGO 5000
FUNERAL 5000
Freddie 5000
From 5000
GATTO 5000
GENCO 5000
Good. 5000
Have 5000
Hey 5000
LAMPONE. 5000
Long 5000
MAMA, 5000
MATTRESS 5000
Main 5000
Michael... 5000
Mike 5000
Moe 5000
OUR 5000
PAULIE'S 5000
PAULIE. 5000
Paulie. 5000
SOLLOZZO'S 5000
STAIRS 5000
STREET 5000
She's 5000
Sollozzo. 5000
Sure. 5000
Then, 5000
They're 5000
Things 5000
Tom. 5000
VOICE 5000
WAITER 5000
Will 5000
Yeah. 5000
alive. 5000
all. 5000
approaches 5000
around. 5000
arrange 5000
barely 5000
bathroom 5000
begin 5000
between 5000
body 5000
bridal 5000
calling 5000
car; 5000
carefully 5000
cars, 5000
cars. 5000
catch 5000
center 5000
checks 5000
children, 5000
clear 5000
coin 5000
corner 5000
corner, 5000
crosses 5000
daughter 5000
days 5000
desk 5000
direction 5000
done 5000
doors 5000
down. 5000
drive 5000
driver's 5000
drop 5000
either 5000
end 5000
enter 5000
enters, 5000
every 5000
everyone 5000
exits 5000
father, 5000
fear 5000
feel 5000
follows 5000
food 5000
formal 5000
friend, 5000
funeral 5000
go. 5000
guarantee 5000
hair. 5000
having 5000
he'll 5000
huge 5000
impressive 5000
in, 5000
inside. 5000
late. 5000
locked 5000
may 5000
me? 5000
money. 5000
name 5000
notice 5000
off, 5000
offer 5000
office 5000
open, 5000
open. 5000
over, 5000
people. 5000
phone. 5000
phone; 5000
putting 5000
quiet. 5000
refuse 5000
remember 5000
rises 5000
rises, 5000
rows 5000
run 5000
rushes 5000
safe 5000
says 5000
seat, 5000
sign 5000
six 5000
smoking 5000
someone 5000
speak 5000
speeds 5000
stop 5000
strange 5000
that's 5000
that? 5000
thinking 5000
this. 5000
tight 5000
together. 5000
tomorrow 5000
took 5000
up; 5000
upon 5000
use 5000
walks, 5000
wall 5000
war 5000
wasn't 5000
watch 5000
well. 5000
whispers 5000
windows. 5000
wine 5000
wine. 5000
wooden 5000
(click) 4000
(frightened) 4000
(softly) 4000
(whispered) 4000
--------------------------------------FADE 4000
AT 4000
AZURA 4000
After 4000
BODYGUARDS. 4000
CARLO. 4000
CLEMENZA'S 4000
CO. 4000
CORLEONE, 4000
CORPSE 4000
COURTYARD 4000
Christmas. 4000
City 4000
Clemenza's 4000
Come 4000
Consigliere, 4000
Five 4000
HE 4000
HOUSE 4000
He'll 4000
I'd 4000
LUCA's 4000
LUNA 4000
Luca. 4000
MICHAEL'S 4000
MOTEL 4000
MOVING 4000
Mall 4000
McCluskey's 4000
Michael's 4000
Michael? 4000
Nobody 4000
OK. 4000
OTHER 4000
OUT---------- 4000
PARLOR 4000
POLICE 4000
Paulie 4000
Paulie, 4000
Pop 4000
RESTAURANT 4000
ROAD 4000
SEES: 4000
SHEPHERDS 4000
SOLLOZZO, 4000
SOLLOZZO. 4000
SUITE 4000
Santino 4000
Santino. 4000
Silence. 4000
Sollozzo, 4000
Suddenly, 4000
Sure, 4000
TATTAGLIA, 4000
TESSIO. 4000
Tattaglias 4000
These 4000
VILLAGE 4000
WHAT 4000
WIFE 4000
We're 4000
Where 4000
Where's 4000
With 4000
Without 4000
York. 4000
accompanied 4000
actually 4000
again, 4000
ago. 4000
answer. 4000
arm. 4000
asking 4000
back, 4000
backs 4000
bastard 4000
become 4000
beginning 4000
blood, 4000
body. 4000
bodyguards 4000
bows 4000
boy 4000
bread 4000
brings 4000
brother, 4000
brought 4000
building 4000
by. 4000
cake 4000
came 4000
candles. 4000
chair, 4000
child. 4000
children 4000
choice. 4000
cigarette 4000
cigarette. 4000
city. 4000
clearly 4000
coffee 4000
concerned. 4000
contacts 4000
corner. 4000
country. 4000
courtyard 4000
courtyard, 4000
darkened 4000
daughter's 4000
deal, 4000
difficult 4000
dinner. 4000
disappear 4000
do? 4000
dollar 4000
dollars 4000
down; 4000
drink. 4000
during 4000
else 4000
embrace 4000
embraces 4000
empty. 4000
enough 4000
enters. 4000
entire 4000
exit 4000
expression 4000
eyes, 4000
fall 4000
family? 4000
fifty 4000
fight 4000
floor 4000
flower 4000
flowers 4000
footsteps 4000
found 4000
frozen 4000
fruit. 4000
gambling 4000
garden 4000
gift 4000
girls 4000
given 4000
ground, 4000
happen. 4000
head, 4000
head. 4000
help. 4000
her; 4000
here? 4000
herself 4000
hesitates 4000
hesitates, 4000
hide 4000
hold 4000
house, 4000
immediately 4000
incredible 4000
indicating 4000
jacket, 4000
jaw 4000
kick 4000
kids 4000
kids. 4000
kitchen. 4000
know. 4000
known 4000
large, 4000
laughing. 4000
leave. 4000
letter 4000
light. 4000
line 4000
lit 4000
longer 4000
look. 4000
lovely 4000
made. 4000
massive 4000
men. 4000
million 4000
minutes. 4000
misfortune. 4000
mixed 4000
money 4000
months 4000
more. 4000
needed 4000
neon 4000
next 4000
night 4000
nods, 4000
nose 4000
nothing. 4000
number 4000
obviously 4000
older 4000
olive 4000
one. 4000
out; 4000
outside. 4000
over. 4000
papers. 4000
pass 4000
pass. 4000
permission 4000
picks 4000
place. 4000
play 4000
pours 4000
pull 4000
pulled 4000
pulling 4000
quite 4000
rather 4000
really 4000
recognize 4000
refused 4000
remains 4000
respect 4000
respectful 4000
restaurant, 4000
rich 4000
rid 4000
ring 4000
same 4000
second 4000
service. 4000
shirt 4000
short 4000
silk 4000
simple 4000
smiles. 4000
somebody 4000
son. 4000
soon 4000
speak. 4000
step 4000
streets. 4000
swear 4000
swings 4000
telephone 4000
thinks 4000
thrown 4000
together 4000
tomato 4000
touch 4000
veal 4000
walking 4000
war. 4000
warm 4000
watching 4000
weeping 4000
well 4000
whispering 4000
whole 4000
wine, 4000
worried 4000
worry 4000
you'd 4000
you'll 4000
"I 3000
& 3000
(furious) 3000
(with 3000
- 3000
APT. 3000
Also 3000
America 3000
America! 3000
Avenue 3000
BOY 3000
BRASI 3000
BRUNO 3000
BUILDING 3000
Barzini. 3000
Because 3000
Believe 3000
Brasi. 3000
Brooklyn 3000
Bruno 3000
By 3000
CARLO'S 3000
CHILDREN 3000
CLEMENZA. 3000
CONNIE's 3000
Carlo? 3000
Connie 3000
Connie, 3000
Connie. 3000
Consigliere. 3000
DINING 3000
Did 3000
ENZO's 3000
Each 3000
Enzo, 3000
FREDDIE, 3000
FREDO, 3000
FULL 3000
Fabrizzio 3000
Fifth 3000
GODFATHER 3000
GODFATHER. 3000
GUARDS 3000
GUESTS 3000
GUNMEN 3000
Genco, 3000
Give 3000
Great 3000
Hagen. 3000
Hampshire. 3000
Hey, 3000
Hollywood 3000
JACK 3000
Johnny. 3000
KAY, 3000
KAY. 3000
Kay 3000
Kay, 3000
LAMPONE, 3000
LIMO 3000
MALL. 3000
MAN. 3000
MANAGER 3000
MANCINI 3000
MICHAEL) 3000
Make 3000
Mall; 3000
Mama, 3000
McCluskey 3000
NERI, 3000
NERI. 3000
OF 3000
Occasionally, 3000
Only 3000
Outside 3000
Please 3000
Police 3000
Put 3000
Quickly, 3000
SANDRA, 3000
SOLLOZZO's 3000
Send 3000
Slowly, 3000
Sonny? 3000
St. 3000
TATTAGLIA 3000
TESSIO, 3000
THERESA, 3000
Tattaglias. 3000
Tessio's 3000
They'll 3000
Two 3000
UPSTAIRS 3000
Understood. 3000
WOLTZ, 3000
WOMEN 3000
Wedding 3000
What's 3000
Yeah 3000
York, 3000
You've 3000
able 3000
absolutely 3000
accept 3000
ago 3000
air, 3000
alone, 3000
answers. 3000
anxious 3000
anybody 3000
anymore, 3000
anything. 3000
appear 3000
area. 3000
arrangements. 3000
balcony 3000
bedroom 3000
bedroom. 3000
beside 3000
best 3000
better. 3000
bill 3000
bit 3000
bleeding 3000
blinds 3000
blinds. 3000
bodyguards. 3000
booth, 3000
booths 3000
boss 3000
bouncing 3000
break 3000
breaks 3000
breath, 3000
breathing 3000
bright 3000
brother 3000
building, 3000
bulging 3000
busy. 3000
button 3000
calls 3000
calms 3000
can. 3000
card 3000
cards 3000
cash 3000
chairs 3000
change 3000
check 3000
choose 3000
city 3000
climbs 3000
coming. 3000
completely 3000
couldn't 3000
counting 3000
countless 3000
cross 3000
crowd, 3000
cut 3000
dancing 3000
dark, 3000
daughter. 3000
dead, 3000
deal 3000
death. 3000
deliberately, 3000
did. 3000
dinner 3000
dinner, 3000
dirt 3000
disturbed. 3000
dries 3000
drink 3000
driving. 3000
drugs. 3000
ear. 3000
early 3000
elevator 3000
empty, 3000
entrance 3000
equipment. 3000
excuse 3000
extends 3000
faces 3000
family's 3000
far 3000
fast 3000
father? 3000
favor 3000
figure 3000
fill 3000
filled 3000
finish 3000
finishes 3000
fire 3000
fires 3000
first. 3000
flash 3000
flies 3000
flowered 3000
flowers. 3000
follow 3000
following 3000
forget 3000
friends. 3000
frightened. 3000
further 3000
gaily 3000
garrote 3000
gate, 3000
gave 3000
gazing 3000
glasses 3000
go, 3000
goin' 3000
going? 3000
gold 3000
good. 3000
grave 3000
greets 3000
grim 3000
grotesque 3000
guarding 3000
guess 3000
guinea 3000
guns 3000
guy 3000
hallway, 3000
hand; 3000
handkerchief. 3000
hands) 3000
handsome 3000
happen 3000
happened 3000
happening, 3000
happy 3000
hat 3000
hat, 3000
hears 3000
heavy 3000
held 3000
high 3000
him? 3000
himself) 3000
himself. 3000
hits 3000
hitting 3000
hospital. 3000
hour 3000
hours 3000
huddled 3000
hundreds 3000
husband. 3000
important 3000
impossible 3000
including 3000
it; 3000
jacket 3000
job 3000
kid, 3000
kid. 3000
killing 3000
kind 3000
kiss 3000
knew 3000
knocking 3000
laughs 3000
lawyer 3000
leads 3000
leaning 3000
leaps 3000
learned 3000
least 3000
leaves; 3000
left, 3000
lessons! 3000
lies 3000
limousines 3000
lock 3000
lose 3000
loses 3000
lost 3000
lousy 3000
making 3000
man's 3000
man; 3000
marked 3000
matter 3000
me... 3000
mean 3000
means 3000
middle 3000
minute. 3000
mouth 3000
much. 3000
music 3000
narcotics 3000
neck. 3000
notebook. 3000
numbers 3000
occasional 3000
occasionally 3000
off; 3000
oil 3000
orange 3000
out) 3000
owe 3000
paces 3000
paper. 3000
particular 3000
party. 3000
passes 3000
pause) 3000
peppers, 3000
per 3000
perhaps 3000
person 3000
personal, 3000
personal. 3000
pink 3000
plant 3000
plate 3000
plays 3000
please 3000
present 3000
private 3000
proceeds 3000
procession 3000
protection 3000
purple 3000
purse 3000
purse. 3000
pushes 3000
quickly, 3000
quickly. 3000
quietly. 3000
read 3000
receive 3000
red. 3000
refuse. 3000
relief. 3000
relieved. 3000
renounce 3000
respect. 3000
respects 3000
rest 3000
restaurant 3000
ribbon 3000
right? 3000
rings 3000
road. 3000
rolling 3000
say. 3000
say? 3000
saying 3000
scared 3000
scream 3000
searching 3000
seat 3000
see. 3000
sent 3000
sentimental 3000
service 3000
settles 3000
several 3000
share 3000
shoulder. 3000
shoulders. 3000
show. 3000
showing 3000
side, 3000
side. 3000
sister 3000
smiles, 3000
smiling 3000
son, 3000
sons 3000
spaghetti. 3000
special 3000
speeding 3000
spread 3000
stack 3000
stairs, 3000
steps, 3000
stone 3000
stopped 3000
straighten 3000
strength. 3000
strong 3000
style. 3000
subway 3000
suite. 3000
suppose 3000
supposed 3000
tables 3000
talk. 3000
talked 3000
tape 3000
telephone. 3000
thank 3000
that, 3000
there's 3000
thick 3000
thing 3000
this? 3000
thousands 3000
throat. 3000
tie 3000
time, 3000
tired, 3000
to. 3000
toll 3000
tongue 3000
touches 3000
tried 3000
trouble. 3000
tune 3000
turning 3000
twenty 3000
understand. 3000
understands 3000
unwraps 3000
uses 3000
view 3000
village 3000
waiting; 3000
waits 3000
wall. 3000
wanna 3000
watchful 3000
way. 3000
weapon. 3000
wearing 3000
wedding. 3000
wet. 3000
wheel 3000
whom 3000
wife, 3000
will. 3000
woman 3000
word 3000
word. 3000
work 3000
work. 3000
world 3000
year 3000
yellow 3000
yet. 3000
you... 3000
'46) 2000
(after 2000
(almost 2000
(calling 2000
(calmly) 2000
(coldly) 2000
(desperately) 2000
(gently) 2000
(in 2000
(nods) 2000
----------------------------------------FADE 2000
-------------------------------------FADE 2000
12 2000
2 2000
3 2000
4TH 2000
ADAMS 2000
AIRPLANE 2000
ALLEY 2000
AMERIGO 2000
AND 2000
ANTHONY 2000
APPOLONIA. 2000
ASSASSINS 2000
Act 2000
Ah 2000
Al 2000
Alpha 2000
Also, 2000
America? 2000
American. 2000
Appolonia. 2000
Are 2000
BALCONY 2000
BARONIAL 2000
BARZINI, 2000
BODYGUARDS, 2000
BONASERA'S 2000
BONASERA's 2000
BONASERA, 2000
BOOTHS 2000
BRASI. 2000
BUTTONMEN 2000
Bad 2000
Barzini's 2000
Barzini; 2000
Both 2000
Brasi's 2000
CAPOREGIMES 2000
CAUSEWAY 2000
CHILDREN, 2000
CITY 2000
COACH, 2000
COP 2000
CORRIDOR 2000
CROWD 2000
CUNEO, 2000
Cadillac 2000
California 2000
Calo 2000
Calo? 2000
Capone 2000
Captain 2000
Captain. 2000
Carlo 2000
Causeway, 2000
Certainly 2000
Children 2000
Christ 2000
Church 2000
City. 2000
Clean 2000
Clemenza, 2000
Connie's 2000
Connie... 2000
Consigliere 2000
Constellation. 2000
Corleone... 2000
Corleone? 2000
Corleones 2000
Court 2000
Cut 2000
DETECTIVES 2000
DETECTIVES. 2000
DON. 2000
DRIVER. 2000
Daily 2000
ENZO, 2000
ESTATE 2000
Easter 2000
English. 2000
Everybody 2000
FABRIZZIO, 2000
FABRIZZIO. 2000
FATHER. 2000
FIFTH 2000
FLOOR 2000
FONTANE, 2000
FOUR 2000
Families 2000
Find 2000
First 2000
Francesco 2000
Fredo 2000
Further 2000
GIRLS 2000
GREENE 2000
GUNSHOTS. 2000
George 2000
God 2000
Goddamn 2000
Godfather... 2000
Good 2000
Goodbye. 2000
Grand 2000
HAGEN) 2000
HALLWAY 2000
HOME 2000
Hagen 2000
Heaven, 2000
Hell, 2000
Hello. 2000
Hello? 2000
Here. 2000
Holy 2000
Hundreds 2000
INT. 2000
Ingrid 2000
Italian, 2000
Italian. 2000
JOHNNY. 2000
Jesus 2000
Jesus, 2000
Johnny's 2000
Johnny, 2000
Justice. 2000
KAY's 2000
KAY) 2000
LAS 2000
LOBBY 2000
LUCA, 2000
LUCY's 2000
Las 2000
Leave 2000
Let's 2000
Like 2000
Lincoln. 2000
Looks 2000
Luca's 2000
Luca, 2000
MALL, 2000
MEN, 2000
MICHAEL; 2000
MONSIGNOR 2000
MORE 2000
MOTHER 2000
MOTHER, 2000
MRS. 2000
MURDER 2000
MUSIC 2000
Ma, 2000
Many 2000
McCLUSKEY's 2000
Mike! 2000
Mike's 2000
Mikey; 2000
Morning. 2000
Most 2000
Mr. 2000
NEGRO 2000
NIGHTCLUB 2000
Nazorine, 2000
News. 2000
Nice 2000
Nightclub, 2000
OFFICES 2000
OUT-------- 2000
OUT----------- 2000
Oil 2000
Okay, 2000
Olive 2000
Once 2000
Our 2000
Outside, 2000
PANS 2000
PARAMOUNT 2000
PASSES 2000
PETER 2000
PHILIP 2000
PIZZA 2000
PRIVATE 2000
PROPRIETOR 2000
Part 2000
Paulie's 2000
Paulie? 2000
People 2000
Pick 2000
Pop's 2000
Pop, 2000
Pop. 2000
President 2000
Probably 2000
RADIO 2000
RAGS 2000
RIZZI. 2000
Right, 2000
Right. 2000
Rocco, 2000
Rockefeller 2000
Roman 2000
Room 2000
SALLY 2000
SICILY 2000
SILENCE. 2000
SOME 2000
SUBWAY 2000
Santino, 2000
Several 2000
She'll 2000
Should 2000
Sicilian. 2000
Sicily 2000
Sicily, 2000
Sicily. 2000
Sit 2000
Sollozzo's 2000
Some 2000
Somebody 2000
Suddenly 2000
TABLES 2000
THERESA 2000
TO 2000
TOLL 2000
TUNNEL 2000
Take 2000
Talk 2000
Tattaglia's 2000
Tattaglia. 2000
Tessio, 2000
Tessio. 2000
Thank 2000
Thanks. 2000
Times 2000
To 2000
Tom; 2000
Tom? 2000
Tommassino. 2000
Turk. 2000
Turkey 2000
Turns 2000
VEGAS 2000
VIEW, 2000
VITELLI, 2000
Vegas 2000
Very 2000
Vitelli 2000
WIFE, 2000
WOMAN 2000
WOMEN, 2000
WOMEN. 2000
Washington 2000
Well 2000
West 2000
Woltz 2000
Would 2000
YOUNG 2000
Young 2000
above 2000
abundant 2000
accidentally 2000
action, 2000
adjusting 2000
adjusts 2000
affair, 2000
affairs, 2000
affectionately. 2000
afraid 2000
again 2000
again? 2000
agree 2000
agreed 2000
ahead 2000
air 2000
all? 2000
alley. 2000
already 2000
also 2000
although 2000
ambulance 2000
among 2000
ancient 2000
angry. 2000
animal 2000
animals 2000
another. 2000
answer 2000
answers 2000
anyone 2000
appears 2000
area 2000
areas 2000
arm, 2000
arms, 2000
around, 2000
aside 2000
asked 2000
asks 2000
asleep 2000
asleep. 2000
ass 2000
attached 2000
attempt 2000
attempts 2000
attendant 2000
attention 2000
automobile 2000
available 2000
avoid 2000
baby! 2000
baby. 2000
baby; 2000
bad. 2000
bag 2000
baggy 2000
bandstand, 2000
bar 2000
bar, 2000
bar. 2000
baskets, 2000
bath 2000
bathed 2000
bathroom. 2000
be, 2000
be. 2000
beaming 2000
beats 2000
beautiful. 2000
beautifully 2000
becomes 2000
bedsheets. 2000
beer 2000
belt 2000
bill, 2000
bird 2000
bitch, 2000
black. 2000
blame 2000
blesses 2000
blocking 2000
blocks 2000
blown 2000
bodyguard 2000
bolt 2000
bomb 2000
bones 2000
bother 2000
bouquet 2000
box, 2000
breathes 2000
briefcase. 2000
bronze 2000
build 2000
bullet-proof 2000
bullets 2000
bunch 2000
bundled 2000
burly 2000
cab 2000
cafe. 2000
call. 2000
called 2000
can, 2000
candy 2000
cannot. 2000
cans 2000
car: 2000
cardboard 2000
careful 2000
carries 2000
case 2000
casino 2000
casino. 2000
catching 2000
cause 2000
cent 2000
ceremony 2000
chain. 2000
chain; 2000
chair 2000
chances. 2000
chased 2000
cheek 2000
child 2000
christening 2000
circular 2000
clean, 2000
clean. 2000
clenched 2000
clings 2000
close, 2000
closer 2000
closest 2000
clothes 2000
clothes. 2000
coat 2000
coat. 2000
coins 2000
cold, 2000
come, 2000
come. 2000
comfortably 2000
coming, 2000
consider 2000
contact 2000
continues, 2000
corridor, 2000
corridor. 2000
courtyard. 2000
crater 2000
crater, 2000
credit 2000
crooks 2000
crude 2000
cup 2000
cups 2000
curb 2000
curly 2000
cutting 2000
dance 2000
day, 2000
daylight. 2000
decorated 2000
deep 2000
deliberately 2000
desk, 2000
detectives 2000
